record_id,person_id,surface_name,source_type
NAMEVAR_PERSON_00369_0,PERSON_00369,Anil Verma,business
NAMEVAR_PERSON_00369_1,PERSON_00369,ANIL VERMA,business
NAMEVAR_PERSON_00369_2,PERSON_00369,A. Verma,surveillance
NAMEVAR_PERSON_00370_0,PERSON_00370,Deepak Mehta,surveillance
NAMEVAR_PERSON_00370_1,PERSON_00370,DEEPAK MEHTA,police
NAMEVAR_PERSON_00370_2,PERSON_00370,D. Mehta,police
NAMEVAR_PERSON_00371_0,PERSON_00371,Dinesh Reddy,business
NAMEVAR_PERSON_00371_1,PERSON_00371,DINESH REDDY,bank
NAMEVAR_PERSON_00371_2,PERSON_00371,D. Reddy,surveillance
NAMEVAR_PERSON_00372_0,PERSON_00372,Debasish Ghosh,surveillance
NAMEVAR_PERSON_00372_1,PERSON_00372,DEBASISH GHOSH,bank
NAMEVAR_PERSON_00372_2,PERSON_00372,D. Ghosh,court
NAMEVAR_PERSON_00373_0,PERSON_00373,Ramesh Selvam,surveillance
NAMEVAR_PERSON_00373_1,PERSON_00373,RAMESH SELVAM,business
NAMEVAR_PERSON_00373_2,PERSON_00373,R. Selvam,bank
NAMEVAR_PERSON_00374_0,PERSON_00374,Sunil Meena,business
NAMEVAR_PERSON_00374_1,PERSON_00374,SUNIL MEENA,business
NAMEVAR_PERSON_00374_2,PERSON_00374,S. Meena,police
NAMEVAR_PERSON_00375_0,PERSON_00375,Ravi Verma,bank
NAMEVAR_PERSON_00375_1,PERSON_00375,RAVI VERMA,bank
NAMEVAR_PERSON_00375_2,PERSON_00375,R. Verma,police
NAMEVAR_PERSON_00376_0,PERSON_00376,Vivek Patel,witness
NAMEVAR_PERSON_00376_1,PERSON_00376,VIVEK PATEL,court
NAMEVAR_PERSON_00376_2,PERSON_00376,V. Patel,police
NAMEVAR_PERSON_00377_0,PERSON_00377,Ravi Sahu,witness
NAMEVAR_PERSON_00377_1,PERSON_00377,RAVI SAHU,business
NAMEVAR_PERSON_00377_2,PERSON_00377,R. Sahu,surveillance
NAMEVAR_PERSON_00378_0,PERSON_00378,Vivek Jain,business
NAMEVAR_PERSON_00378_1,PERSON_00378,VIVEK JAIN,police
NAMEVAR_PERSON_00378_2,PERSON_00378,V. Jain,witness
NAMEVAR_PERSON_00379_0,PERSON_00379,Ramesh Kumar,court
NAMEVAR_PERSON_00379_1,PERSON_00379,RAMESH KUMAR,surveillance
NAMEVAR_PERSON_00379_2,PERSON_00379,R. Kumar,surveillance
NAMEVAR_PERSON_00380_0,PERSON_00380,Vinod Naik,business
NAMEVAR_PERSON_00380_1,PERSON_00380,VINOD NAIK,surveillance
NAMEVAR_PERSON_00380_2,PERSON_00380,V. Naik,court
NAMEVAR_PERSON_00381_0,PERSON_00381,Pawan Singh,police
NAMEVAR_PERSON_00381_1,PERSON_00381,PAWAN SINGH,surveillance
NAMEVAR_PERSON_00381_2,PERSON_00381,P. Singh,court
NAMEVAR_PERSON_00382_0,PERSON_00382,Debasish Behera,witness
NAMEVAR_PERSON_00382_1,PERSON_00382,DEBASISH BEHERA,bank
NAMEVAR_PERSON_00382_2,PERSON_00382,D. Behera,bank
NAMEVAR_PERSON_00383_0,PERSON_00383,Ravi Raj,police
NAMEVAR_PERSON_00383_1,PERSON_00383,RAVI RAJ,court
NAMEVAR_PERSON_00383_2,PERSON_00383,R. Raj,surveillance
NAMEVAR_PERSON_00384_0,PERSON_00384,Rakesh Behera,witness
NAMEVAR_PERSON_00384_1,PERSON_00384,RAKESH BEHERA,bank
NAMEVAR_PERSON_00384_2,PERSON_00384,R. Behera,court
NAMEVAR_PERSON_00385_0,PERSON_00385,Vivek Sharma,business
NAMEVAR_PERSON_00385_1,PERSON_00385,VIVEK SHARMA,business
NAMEVAR_PERSON_00385_2,PERSON_00385,V. Sharma,business
NAMEVAR_PERSON_00386_0,PERSON_00386,Naveen Kumar,court
NAMEVAR_PERSON_00386_1,PERSON_00386,NAVEEN KUMAR,witness
NAMEVAR_PERSON_00386_2,PERSON_00386,N. Kumar,bank
NAMEVAR_PERSON_00387_0,PERSON_00387,Ravi Gupta,surveillance
NAMEVAR_PERSON_00387_1,PERSON_00387,RAVI GUPTA,witness
NAMEVAR_PERSON_00387_2,PERSON_00387,R. Gupta,business
NAMEVAR_PERSON_00388_0,PERSON_00388,Pawan Das,bank
NAMEVAR_PERSON_00388_1,PERSON_00388,PAWAN DAS,business
NAMEVAR_PERSON_00388_2,PERSON_00388,P. Das,witness
NAMEVAR_PERSON_00389_0,PERSON_00389,Manoj Sahu,business
NAMEVAR_PERSON_00389_1,PERSON_00389,MANOJ SAHU,bank
NAMEVAR_PERSON_00389_2,PERSON_00389,M. Sahu,surveillance
NAMEVAR_PERSON_00390_0,PERSON_00390,Anil Kumar,business
NAMEVAR_PERSON_00390_1,PERSON_00390,ANIL KUMAR,police
NAMEVAR_PERSON_00390_2,PERSON_00390,A. Kumar,witness
NAMEVAR_PERSON_00391_0,PERSON_00391,Prasad Reddy,court
NAMEVAR_PERSON_00391_1,PERSON_00391,PRASAD REDDY,business
NAMEVAR_PERSON_00391_2,PERSON_00391,P. Reddy,bank
NAMEVAR_PERSON_00392_0,PERSON_00392,Subhash Kumar,bank
NAMEVAR_PERSON_00392_1,PERSON_00392,SUBHASH KUMAR,witness
NAMEVAR_PERSON_00392_2,PERSON_00392,S. Kumar,business
NAMEVAR_PERSON_00393_0,PERSON_00393,Anil Sharma,witness
NAMEVAR_PERSON_00393_1,PERSON_00393,ANIL SHARMA,surveillance
NAMEVAR_PERSON_00393_2,PERSON_00393,A. Sharma,police
NAMEVAR_PERSON_00394_0,PERSON_00394,Rajesh Yadav,witness
NAMEVAR_PERSON_00394_1,PERSON_00394,RAJESH YADAV,business
NAMEVAR_PERSON_00394_2,PERSON_00394,R. Yadav,witness
NAMEVAR_PERSON_00395_0,PERSON_00395,Amit Sahu,surveillance
NAMEVAR_PERSON_00395_1,PERSON_00395,AMIT SAHU,surveillance
NAMEVAR_PERSON_00395_2,PERSON_00395,A. Sahu,court
NAMEVAR_PERSON_00396_0,PERSON_00396,Jayesh Shah,police
NAMEVAR_PERSON_00396_1,PERSON_00396,JAYESH SHAH,business
NAMEVAR_PERSON_00396_2,PERSON_00396,J. Shah,bank
NAMEVAR_PERSON_00397_0,PERSON_00397,Manoj Jain,bank
NAMEVAR_PERSON_00397_1,PERSON_00397,MANOJ JAIN,court
NAMEVAR_PERSON_00397_2,PERSON_00397,M. Jain,bank
NAMEVAR_PERSON_00398_0,PERSON_00398,Mahesh Varma,court
NAMEVAR_PERSON_00398_1,PERSON_00398,MAHESH VARMA,police
NAMEVAR_PERSON_00398_2,PERSON_00398,M. Varma,bank
NAMEVAR_PERSON_00399_0,PERSON_00399,Ravi Babu,witness
NAMEVAR_PERSON_00399_1,PERSON_00399,RAVI BABU,surveillance
NAMEVAR_PERSON_00399_2,PERSON_00399,R. Babu,business
NAMEVAR_PERSON_00400_0,PERSON_00400,Ravi Kumar Yadav,bank
NAMEVAR_PERSON_00400_1,PERSON_00400,RAVI KUMAR YADAV,bank
NAMEVAR_PERSON_00400_2,PERSON_00400,R. Yadav,business
NAMEVAR_PERSON_00400_3,PERSON_00400,Ravi Yadav,witness
NAMEVAR_PERSON_00401_0,PERSON_00401,Suresh Rao,surveillance
NAMEVAR_PERSON_00401_1,PERSON_00401,SURESH RAO,bank
NAMEVAR_PERSON_00401_2,PERSON_00401,S. Rao,bank
NAMEVAR_PERSON_00402_0,PERSON_00402,Jayesh Mehta,witness
NAMEVAR_PERSON_00402_1,PERSON_00402,JAYESH MEHTA,court
NAMEVAR_PERSON_00402_2,PERSON_00402,J. Mehta,witness
NAMEVAR_PERSON_00403_0,PERSON_00403,Pankaj Prasad,police
NAMEVAR_PERSON_00403_1,PERSON_00403,PANKAJ PRASAD,business
NAMEVAR_PERSON_00403_2,PERSON_00403,P. Prasad,witness
NAMEVAR_PERSON_00404_0,PERSON_00404,Suresh Das,business
NAMEVAR_PERSON_00404_1,PERSON_00404,SURESH DAS,bank
NAMEVAR_PERSON_00404_2,PERSON_00404,S. Das,witness
NAMEVAR_PERSON_00405_0,PERSON_00405,Bikash Behera,witness
NAMEVAR_PERSON_00405_1,PERSON_00405,BIKASH BEHERA,court
NAMEVAR_PERSON_00405_2,PERSON_00405,B. Behera,business
NAMEVAR_PERSON_00406_0,PERSON_00406,Ashok Yadav,court
NAMEVAR_PERSON_00406_1,PERSON_00406,ASHOK YADAV,witness
NAMEVAR_PERSON_00406_2,PERSON_00406,A. Yadav,witness
NAMEVAR_PERSON_00407_0,PERSON_00407,Ganesh Kumar,business
NAMEVAR_PERSON_00407_1,PERSON_00407,GANESH KUMAR,surveillance
NAMEVAR_PERSON_00407_2,PERSON_00407,G. Kumar,court
NAMEVAR_PERSON_00408_0,PERSON_00408,Amit Das,court
NAMEVAR_PERSON_00408_1,PERSON_00408,AMIT DAS,witness
NAMEVAR_PERSON_00408_2,PERSON_00408,A. Das,witness
NAMEVAR_PERSON_00409_0,PERSON_00409,Ashok Verma,bank
NAMEVAR_PERSON_00409_1,PERSON_00409,ASHOK VERMA,bank
NAMEVAR_PERSON_00409_2,PERSON_00409,A. Verma,police
NAMEVAR_PERSON_00410_0,PERSON_00410,Ashok Yadav,business
NAMEVAR_PERSON_00410_1,PERSON_00410,ASHOK YADAV,witness
NAMEVAR_PERSON_00410_2,PERSON_00410,A. Yadav,business
NAMEVAR_PERSON_00411_0,PERSON_00411,Vinod Naidu,court
NAMEVAR_PERSON_00411_1,PERSON_00411,VINOD NAIDU,police
NAMEVAR_PERSON_00411_2,PERSON_00411,V. Naidu,police
NAMEVAR_PERSON_00412_0,PERSON_00412,Kiran Naik,bank
NAMEVAR_PERSON_00412_1,PERSON_00412,KIRAN NAIK,business
NAMEVAR_PERSON_00412_2,PERSON_00412,K. Naik,bank
NAMEVAR_PERSON_00413_0,PERSON_00413,Sanjay Singh,surveillance
NAMEVAR_PERSON_00413_1,PERSON_00413,SANJAY SINGH,police
NAMEVAR_PERSON_00413_2,PERSON_00413,S. Singh,bank
NAMEVAR_PERSON_00414_0,PERSON_00414,Amit Sahu,witness
NAMEVAR_PERSON_00414_1,PERSON_00414,AMIT SAHU,court
NAMEVAR_PERSON_00414_2,PERSON_00414,A. Sahu,court
NAMEVAR_PERSON_00415_0,PERSON_00415,Ganesh Kumar,police
NAMEVAR_PERSON_00415_1,PERSON_00415,GANESH KUMAR,surveillance
NAMEVAR_PERSON_00415_2,PERSON_00415,G. Kumar,police
NAMEVAR_PERSON_00416_0,PERSON_00416,Hitesh Patil,surveillance
NAMEVAR_PERSON_00416_1,PERSON_00416,HITESH PATIL,police
NAMEVAR_PERSON_00416_2,PERSON_00416,H. Patil,witness
NAMEVAR_PERSON_00417_0,PERSON_00417,Hitesh Shah,bank
NAMEVAR_PERSON_00417_1,PERSON_00417,HITESH SHAH,court
NAMEVAR_PERSON_00417_2,PERSON_00417,H. Shah,witness
NAMEVAR_PERSON_00418_0,PERSON_00418,Rajesh Sharma,witness
NAMEVAR_PERSON_00418_1,PERSON_00418,RAJESH SHARMA,business
NAMEVAR_PERSON_00418_2,PERSON_00418,R. Sharma,surveillance
NAMEVAR_PERSON_00419_0,PERSON_00419,Manish Mehta,witness
NAMEVAR_PERSON_00419_1,PERSON_00419,MANISH MEHTA,surveillance
NAMEVAR_PERSON_00419_2,PERSON_00419,M. Mehta,business
NAMEVAR_PERSON_00420_0,PERSON_00420,Ganesh Gowda,bank
NAMEVAR_PERSON_00420_1,PERSON_00420,GANESH GOWDA,court
NAMEVAR_PERSON_00420_2,PERSON_00420,G. Gowda,witness
NAMEVAR_PERSON_00421_0,PERSON_00421,Kiran Rao,business
NAMEVAR_PERSON_00421_1,PERSON_00421,KIRAN RAO,witness
NAMEVAR_PERSON_00421_2,PERSON_00421,K. Rao,court
NAMEVAR_PERSON_00422_0,PERSON_00422,Vivek Kumar,court
NAMEVAR_PERSON_00422_1,PERSON_00422,VIVEK KUMAR,witness
NAMEVAR_PERSON_00422_2,PERSON_00422,V. Kumar,surveillance
NAMEVAR_PERSON_00423_0,PERSON_00423,Deepak Das,surveillance
NAMEVAR_PERSON_00423_1,PERSON_00423,DEEPAK DAS,police
NAMEVAR_PERSON_00423_2,PERSON_00423,D. Das,police
NAMEVAR_PERSON_00424_0,PERSON_00424,Mahesh Naidu,court
NAMEVAR_PERSON_00424_1,PERSON_00424,MAHESH NAIDU,bank
NAMEVAR_PERSON_00424_2,PERSON_00424,M. Naidu,witness
NAMEVAR_PERSON_00425_0,PERSON_00425,Amit Patil,surveillance
NAMEVAR_PERSON_00425_1,PERSON_00425,AMIT PATIL,witness
NAMEVAR_PERSON_00425_2,PERSON_00425,A. Patil,court
NAMEVAR_PERSON_00426_0,PERSON_00426,Rakesh Das,surveillance
NAMEVAR_PERSON_00426_1,PERSON_00426,RAKESH DAS,bank
NAMEVAR_PERSON_00426_2,PERSON_00426,R. Das,bank
NAMEVAR_PERSON_00427_0,PERSON_00427,Vivek Verma,witness
NAMEVAR_PERSON_00427_1,PERSON_00427,VIVEK VERMA,witness
NAMEVAR_PERSON_00427_2,PERSON_00427,V. Verma,police
NAMEVAR_PERSON_00428_0,PERSON_00428,Vinod Babu,surveillance
NAMEVAR_PERSON_00428_1,PERSON_00428,VINOD BABU,business
NAMEVAR_PERSON_00428_2,PERSON_00428,V. Babu,business
NAMEVAR_PERSON_00429_0,PERSON_00429,Arun Selvam,police
NAMEVAR_PERSON_00429_1,PERSON_00429,ARUN SELVAM,court
NAMEVAR_PERSON_00429_2,PERSON_00429,A. Selvam,bank
NAMEVAR_PERSON_00430_0,PERSON_00430,Ashok Sharma,business
NAMEVAR_PERSON_00430_1,PERSON_00430,ASHOK SHARMA,witness
NAMEVAR_PERSON_00430_2,PERSON_00430,A. Sharma,business
NAMEVAR_PERSON_00431_0,PERSON_00431,Ravi Verma,police
NAMEVAR_PERSON_00431_1,PERSON_00431,RAVI VERMA,business
NAMEVAR_PERSON_00431_2,PERSON_00431,R. Verma,surveillance
NAMEVAR_PERSON_00432_0,PERSON_00432,Anil Gupta,witness
NAMEVAR_PERSON_00432_1,PERSON_00432,ANIL GUPTA,bank
NAMEVAR_PERSON_00432_2,PERSON_00432,A. Gupta,police
NAMEVAR_PERSON_00433_0,PERSON_00433,Vamsi Naik,business
NAMEVAR_PERSON_00433_1,PERSON_00433,VAMSI NAIK,witness
NAMEVAR_PERSON_00433_2,PERSON_00433,V. Naik,police
NAMEVAR_PERSON_00434_0,PERSON_00434,Ramesh Kumar,police
NAMEVAR_PERSON_00434_1,PERSON_00434,RAMESH KUMAR,witness
NAMEVAR_PERSON_00434_2,PERSON_00434,R. Kumar,surveillance
NAMEVAR_PERSON_00435_0,PERSON_00435,Jayesh Kumar,bank
NAMEVAR_PERSON_00435_1,PERSON_00435,JAYESH KUMAR,surveillance
NAMEVAR_PERSON_00435_2,PERSON_00435,J. Kumar,police
NAMEVAR_PERSON_00436_0,PERSON_00436,Mahesh Kumar,police
NAMEVAR_PERSON_00436_1,PERSON_00436,MAHESH KUMAR,business
NAMEVAR_PERSON_00436_2,PERSON_00436,M. Kumar,court
NAMEVAR_PERSON_00437_0,PERSON_00437,Rohit Kumar,witness
NAMEVAR_PERSON_00437_1,PERSON_00437,ROHIT KUMAR,court
NAMEVAR_PERSON_00437_2,PERSON_00437,R. Kumar,surveillance
NAMEVAR_PERSON_00438_0,PERSON_00438,Manoj Babu,court
NAMEVAR_PERSON_00438_1,PERSON_00438,MANOJ BABU,business
NAMEVAR_PERSON_00438_2,PERSON_00438,M. Babu,surveillance
NAMEVAR_PERSON_00439_0,PERSON_00439,Deepak Patnaik,business
NAMEVAR_PERSON_00439_1,PERSON_00439,DEEPAK PATNAIK,police
NAMEVAR_PERSON_00439_2,PERSON_00439,D. Patnaik,police
NAMEVAR_PERSON_00440_0,PERSON_00440,Subhash Dutta,court
NAMEVAR_PERSON_00440_1,PERSON_00440,SUBHASH DUTTA,surveillance
NAMEVAR_PERSON_00440_2,PERSON_00440,S. Dutta,surveillance
NAMEVAR_PERSON_00441_0,PERSON_00441,Ramesh Kumar,bank
NAMEVAR_PERSON_00441_1,PERSON_00441,RAMESH KUMAR,business
NAMEVAR_PERSON_00441_2,PERSON_00441,R. Kumar,bank
NAMEVAR_PERSON_00442_0,PERSON_00442,Anil Kumar,court
NAMEVAR_PERSON_00442_1,PERSON_00442,ANIL KUMAR,police
NAMEVAR_PERSON_00442_2,PERSON_00442,A. Kumar,bank
NAMEVAR_PERSON_00443_0,PERSON_00443,Rakesh Patel,business
NAMEVAR_PERSON_00443_1,PERSON_00443,RAKESH PATEL,witness
NAMEVAR_PERSON_00443_2,PERSON_00443,R. Patel,surveillance
NAMEVAR_PERSON_00444_0,PERSON_00444,Manoj Singh,bank
NAMEVAR_PERSON_00444_1,PERSON_00444,MANOJ SINGH,business
NAMEVAR_PERSON_00444_2,PERSON_00444,M. Singh,witness
NAMEVAR_PERSON_00445_0,PERSON_00445,Vikas Sahu,surveillance
NAMEVAR_PERSON_00445_1,PERSON_00445,VIKAS SAHU,police
NAMEVAR_PERSON_00445_2,PERSON_00445,V. Sahu,surveillance
NAMEVAR_PERSON_00446_0,PERSON_00446,Amit Ghosh,surveillance
NAMEVAR_PERSON_00446_1,PERSON_00446,AMIT GHOSH,business
NAMEVAR_PERSON_00446_2,PERSON_00446,A. Ghosh,court
NAMEVAR_PERSON_00447_0,PERSON_00447,Karthik Rao,surveillance
NAMEVAR_PERSON_00447_1,PERSON_00447,KARTHIK RAO,witness
NAMEVAR_PERSON_00447_2,PERSON_00447,K. Rao,surveillance
NAMEVAR_PERSON_00448_0,PERSON_00448,Rakesh Rao,court
NAMEVAR_PERSON_00448_1,PERSON_00448,RAKESH RAO,witness
NAMEVAR_PERSON_00448_2,PERSON_00448,R. Rao,police
NAMEVAR_PERSON_00449_0,PERSON_00449,Akash Kamat,business
NAMEVAR_PERSON_00449_1,PERSON_00449,AKASH KAMAT,court
NAMEVAR_PERSON_00449_2,PERSON_00449,A. Kamat,witness
NAMEVAR_PERSON_00450_0,PERSON_00450,Rohit Prasad Kumar,witness
NAMEVAR_PERSON_00450_1,PERSON_00450,ROHIT PRASAD KUMAR,police
NAMEVAR_PERSON_00450_2,PERSON_00450,R. Kumar,witness
NAMEVAR_PERSON_00450_3,PERSON_00450,Rohit Kumar,court
